scenario,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-b,10800-b,10800-b,10800-b,10800-b,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-b,15000-b,15000-b,15000-b,15000-b,21000,21000,21000,21000,21000,Noaction,Noaction,Noaction,Noaction,Noaction,fallx2,fallx2,fallx2,fallx2,fallx2
2024-07-25,7691.23,60729.98,36163.21,21279.74,7071.93,7691.11,60709.07,36144.82,21337.92,7076.76,7691.11,60717.22,36147.79,21296.26,7077.08,7692.35,60931.20,36279.03,23631.14,7143.97,7692.30,60892.94,36255.22,23614.79,7138.22,7692.30,60846.80,36224.23,23405.34,7129.60,7693.31,61245.74,36520.70,25071.08,7223.65,7687.06,60485.79,35895.17,18705.88,7000.91,7687.06,60497.40,35904.19,18621.31,7000.98
2024-07-26,7692.48,60754.98,36257.01,21372.29,7168.95,7692.35,60745.96,36235.76,21425.50,7168.45,7692.35,60765.38,36256.10,21394.78,7177.69,7692.39,60977.96,36385.38,23682.75,7231.55,7692.48,60905.59,36322.04,23611.95,7214.68,7692.35,60854.92,36286.47,23393.72,7208.92,7693.81,61262.35,36580.18,25098.85,7300.31,7687.89,60572.36,36054.39,18797.15,7103.89,7687.89,60573.46,36055.55,18757.99,7101.61
2024-07-27,7692.58,61022.56,36580.90,21592.57,7321.36,7692.53,60962.52,36536.18,21593.40,7321.90,7692.53,60988.84,36551.86,21596.33,7322.13,7693.81,61167.41,36717.77,23847.72,7405.09,7693.76,61082.31,36655.60,23710.59,7383.33,7693.84,61027.13,36607.02,23505.03,7367.47,7696.80,61452.73,36964.67,25179.79,7514.26,7690.22,60739.60,36277.52,19018.86,7241.90,7690.26,60749.22,36288.14,19011.74,7248.45
2024-07-28,7699.92,61342.84,37165.54,21247.84,7663.15,7699.82,61295.90,37128.47,21197.63,7650.05,7699.92,61325.00,37153.94,21247.84,7662.88,7701.75,61436.04,37260.74,23569.86,7725.58,7701.75,61357.95,37213.63,23362.99,7709.06,7700.68,61323.39,37187.55,23063.49,7696.49,7701.75,61650.52,37423.72,25071.54,7804.96,7696.80,61089.36,36910.66,18404.90,7592.56,7696.80,61104.77,36911.98,18417.43,7588.45
2024-07-29,7702.22,61437.58,37415.41,21132.22,7860.09,7702.22,61373.56,37369.76,20997.11,7850.46,7702.22,61419.73,37410.63,21099.89,7865.44,7702.64,61571.56,37587.25,23414.38,7958.43,7702.37,61467.84,37497.99,23100.27,7922.24,7702.22,61410.59,37439.95,22723.07,7895.79,7703.95,61831.76,37788.37,25026.28,8032.80,7701.75,61208.11,37198.38,18210.64,7799.94,7701.75,61225.15,37209.93,18247.57,7806.55
2024-07-30,7704.74,61685.01,37717.32,21007.03,7955.58,7704.74,61608.58,37669.74,20793.09,7947.62,7704.74,61661.79,37704.10,20975.43,7956.33,7704.74,61792.85,37830.36,23387.18,8026.34,7704.74,61692.66,37767.28,22863.66,7998.23,7704.74,61633.65,37711.39,22466.83,7973.47,7705.13,62013.87,38011.76,25024.75,8113.01,7704.17,61417.77,37477.97,18065.41,7905.01,7704.17,61440.83,37489.88,18167.93,7909.45
2024-07-31,7702.83,61748.04,37927.10,21305.35,8091.46,7702.83,61669.65,37872.95,20999.07,8075.84,7702.83,61729.21,37914.51,21261.65,8089.52,7703.49,61859.02,38031.27,23690.17,8159.09,7703.24,61709.16,37929.95,23056.73,8119.32,7702.83,61666.24,37909.35,22580.93,8108.53,7704.50,62092.13,38211.29,25293.46,8244.73,7702.36,61516.05,37707.33,18210.97,8018.36,7702.48,61539.01,37722.47,18356.41,8024.33
2024-08-01,7702.76,61465.97,37481.80,21883.16,7887.94,7702.65,61303.02,37347.79,21530.96,7875.16,7702.76,61439.68,37467.70,21841.27,7889.86,7704.31,61599.78,37651.92,24184.15,7981.57,7703.12,61365.67,37442.30,23470.47,7926.12,7702.65,61294.00,37374.92,23000.11,7898.98,7704.37,61905.24,37877.40,25555.37,8072.79,7702.11,61212.87,37255.95,18743.53,7826.54,7702.11,61232.12,37268.90,18951.62,7833.25
2024-08-02,7702.11,61237.49,37179.07,21888.43,7765.58,7701.65,61032.12,36989.46,21454.71,7734.27,7702.11,61222.39,37166.69,21850.10,7762.35,7702.89,61394.68,37345.06,24201.21,7836.00,7702.11,61074.09,37076.85,23333.19,7793.88,7702.11,61013.74,37024.81,22818.79,7774.29,7704.17,61669.35,37529.03,25595.28,7917.89,7699.50,60908.41,36860.16,18678.88,7685.50,7699.50,60957.28,36899.86,18920.45,7689.32
2024-08-03,7702.11,61279.52,37200.36,21734.93,7747.43,7702.27,61088.81,37032.18,21163.58,7719.89,7702.11,61272.89,37202.11,21670.88,7749.07,7702.76,61436.33,37365.08,24126.70,7824.87,7702.11,61125.36,37101.68,22955.96,7766.59,7702.11,61060.98,37056.10,22347.48,7751.11,7703.95,61731.32,37559.87,25591.91,7902.33,7701.65,60965.11,36904.58,18219.69,7670.95,7701.65,61017.16,36950.51,18582.08,7679.39
2024-08-04,7695.17,60966.72,36629.70,22038.79,7449.35,7694.25,60776.38,36458.38,21359.74,7413.68,7695.17,60946.82,36607.64,21956.44,7442.03,7701.60,61144.75,36844.33,24306.50,7557.31,7696.15,60801.05,36528.32,23040.35,7471.84,7692.12,60738.78,36472.09,22388.18,7445.99,7701.65,61444.10,37072.76,25650.68,7651.30,7691.27,60679.98,36352.29,18450.67,7361.34,7692.12,60719.04,36383.12,18878.29,7368.92
2024-08-05,7685.12,60453.54,35704.89,22213.77,6972.98,7684.72,60296.59,35565.53,21446.20,6931.21,7685.12,60460.09,35711.90,22122.50,6968.81,7687.06,60608.52,35856.71,24347.76,7039.38,7685.06,60321.27,35617.69,23011.14,6972.37,7682.30,60272.59,35560.74,22300.25,6934.72,7689.02,60892.81,36047.72,25617.05,7100.02,7681.68,60210.40,35470.75,18631.51,6881.04,7682.30,60248.99,35502.10,19138.38,6893.65
2024-08-06,7638.98,59902.86,34519.21,21953.71,6235.39,7628.03,59705.31,34353.44,21082.11,6213.38,7637.93,59895.88,34519.35,21842.48,6238.35,7654.88,60048.49,34641.70,24098.31,6296.57,7634.85,59728.29,34381.71,22494.13,6224.54,7625.43,59675.99,34333.06,21759.25,6204.53,7673.89,60304.96,34822.55,25332.54,6388.16,7615.23,59615.74,34228.67,18297.38,6138.69,7619.34,59667.20,34282.34,18873.73,6156.34
2024-08-07,7585.52,59796.30,34150.15,21548.60,5972.02,7582.24,59606.61,33989.32,20481.77,5947.43,7585.66,59777.29,34135.87,21427.43,5970.84,7594.82,59979.67,34304.78,23785.10,6035.64,7582.90,59610.02,34003.77,21798.72,5960.70,7581.54,59551.20,33955.99,21055.24,5945.04,7612.06,60222.30,34435.86,25214.48,6083.36,7579.85,59504.38,33901.39,17586.47,5916.65,7579.97,59546.18,33938.86,18278.04,5931.52
2024-08-08,7576.64,59596.45,33889.86,21739.78,5848.66,7569.11,59353.95,33681.05,20652.10,5819.38,7575.39,59582.25,33868.86,21635.34,5837.33,7580.53,59810.94,34006.39,23890.31,5880.49,7568.57,59356.64,33681.71,21802.54,5816.26,7567.50,59301.09,33653.21,21002.48,5816.78,7584.36,60064.41,34138.52,25144.22,5905.84,7565.07,59279.28,33614.55,17906.63,5804.06,7566.98,59323.28,33658.71,18670.81,5812.32
2024-08-09,7571.42,59524.10,33760.73,21824.24,5816.96,7564.89,59320.69,33593.37,20684.64,5795.44,7571.20,59508.73,33737.00,21696.67,5805.27,7572.86,59734.78,33858.13,23897.59,5821.69,7564.85,59315.12,33592.28,21692.51,5798.49,7562.70,59230.62,33535.31,20860.25,5798.33,7575.44,59953.20,33942.42,25123.60,5827.73,7560.23,59217.69,33504.71,18110.06,5789.46,7564.12,59278.63,33565.62,18891.24,5792.68
2024-08-10,7580.63,59937.58,34146.16,21713.59,5860.27,7575.84,59763.01,34005.55,20479.07,5828.39,7579.65,59929.98,34132.76,21581.35,5847.58,7587.63,60086.55,34211.11,23932.04,5867.63,7575.39,59741.83,33988.08,21393.25,5827.38,7574.21,59654.28,33930.52,20472.72,5824.36,7589.32,60296.47,34308.89,25205.95,5877.77,7573.37,59653.11,33910.74,17799.27,5817.17,7574.33,59715.22,33971.03,18679.56,5824.44
2024-08-11,7590.32,60152.07,34278.04,21926.01,5838.40,7578.91,59948.03,34116.98,20458.43,5816.21,7589.97,60147.79,34269.45,21765.80,5827.50,7590.86,60316.42,34375.45,24293.66,5853.83,7578.83,59937.34,34120.57,21363.56,5822.97,7578.60,59863.06,34070.16,20275.58,5818.32,7593.34,60468.13,34445.14,25564.00,5872.83,7578.46,59862.83,34065.73,17595.66,5814.58,7578.65,59923.47,34109.91,18587.44,5817.36
2024-08-12,7622.85,60455.68,34787.02,21887.73,6096.63,7618.41,60289.29,34656.92,20178.81,6060.73,7624.32,60448.00,34781.31,21729.98,6090.24,7629.18,60566.58,34848.58,24222.45,6119.84,7618.61,60271.73,34650.41,21106.59,6070.24,7618.08,60219.75,34616.70,19829.76,6061.58,7632.93,60731.29,34954.93,25489.36,6154.43,7615.27,60218.50,34596.60,17348.21,6043.41,7618.00,60257.15,34635.78,18403.29,6057.55
2024-08-13,7640.41,60594.23,34978.98,21942.55,6172.23,7633.77,60411.46,34830.20,20235.56,6138.35,7640.38,60588.00,34969.88,21797.89,6166.21,7649.13,60736.05,35080.21,24240.71,6203.32,7633.70,60405.94,34835.98,21078.15,6142.92,7633.33,60356.83,34797.64,19756.61,6130.87,7657.36,60941.16,35247.31,25478.10,6266.54,7631.09,60357.83,34785.53,17239.54,6119.19,7633.36,60396.51,34823.99,18436.89,6134.11
2024-08-14,7689.44,60643.86,35827.52,22349.31,7021.40,7686.70,60471.85,35675.09,20741.24,6967.06,7689.44,60629.74,35809.67,22192.67,7015.60,7689.49,60772.34,35948.81,24540.66,7082.33,7685.57,60461.34,35677.96,21381.45,6972.98,7685.53,60418.22,35615.62,20058.74,6934.11,7690.42,60923.46,36109.43,25666.08,7183.20,7685.53,60419.69,35597.01,17689.53,6909.34,7685.57,60451.49,35624.44,18943.66,6926.16
2024-08-15,7704.01,60951.26,36837.07,22301.57,7737.52,7703.13,60767.15,36685.25,20577.38,7708.67,7704.01,60942.11,36825.55,22149.03,7732.38,7704.07,61093.56,36938.84,24372.38,7777.44,7702.20,60742.20,36679.45,21191.58,7718.91,7702.08,60680.85,36623.00,19768.01,7700.79,7704.74,61293.91,37090.14,25641.52,7832.40,7701.66,60678.76,36588.65,17528.49,7671.49,7702.08,60737.56,36650.71,18871.69,7694.34
2024-08-16,7704.41,61691.82,37820.25,21963.47,8031.04,7704.41,61464.08,37605.32,19957.54,7975.34,7704.41,61690.11,37820.57,21817.24,8031.85,7704.74,61846.06,37976.76,24234.31,8114.03,7703.34,61450.58,37608.27,20565.13,7981.52,7703.21,61376.39,37517.80,18947.45,7942.20,7704.84,62070.35,38163.18,25579.90,8211.16,7703.21,61365.46,37467.29,16677.36,7904.82,7703.21,61431.77,37546.15,18229.95,7936.42
2024-08-17,7704.17,61574.22,37756.96,22687.22,8064.53,7704.17,61344.44,37545.80,20720.43,8014.68,7704.17,61573.26,37758.31,22533.60,8065.10,7705.01,61764.24,37945.49,24690.05,8142.15,7704.17,61320.58,37542.06,21175.36,8023.20,7704.06,61257.21,37450.57,19481.64,7974.71,7705.15,61991.07,38079.72,25720.63,8195.87,7704.06,61250.81,37405.94,17402.04,7937.64,7704.17,61296.65,37464.31,19009.89,7968.32
2024-08-18,7705.01,61507.66,37669.99,22674.45,8029.81,7705.01,61266.83,37429.96,20723.66,7957.14,7705.01,61510.32,37672.60,22519.75,8029.57,7705.01,61726.76,37917.07,24561.45,8125.54,7705.01,61251.93,37436.55,21097.46,7969.85,7704.64,61184.08,37344.61,19415.12,7919.97,7708.81,61971.08,38070.69,25721.10,8185.57,7704.64,61177.61,37305.83,17530.52,7889.54,7705.01,61237.72,37381.39,19136.63,7921.34
2024-08-19,7703.12,61007.68,36937.88,22540.14,7708.86,7700.69,60748.54,36671.38,20561.73,7636.64,7703.12,61009.96,36934.05,22399.08,7702.68,7704.64,61217.06,37143.86,24507.36,7781.64,7700.23,60731.86,36669.51,20848.47,7641.13,7697.97,60639.17,36551.06,19209.45,7587.32,7705.01,61492.56,37337.15,25695.74,7845.38,7697.47,60637.86,36523.48,17550.07,7563.88,7700.23,60721.01,36614.95,19155.01,7593.93
2024-08-20,7696.96,60620.19,36223.05,22130.21,7315.39,7689.54,60384.94,35972.79,20037.40,7243.54,7696.96,60615.67,36207.26,22001.77,7304.68,7699.18,60827.28,36441.15,24248.75,7412.93,7689.54,60359.94,35953.76,20244.82,7233.08,7689.51,60281.09,35863.17,18611.74,7196.99,7699.87,61073.78,36633.54,25479.45,7497.81,7688.62,60284.51,35840.57,17098.64,7177.45,7689.54,60345.49,35915.27,18726.38,7216.13
2024-08-21,7681.68,60223.17,35342.46,21654.41,6748.65,7677.84,59980.88,35004.90,19386.89,6625.92,7681.68,60224.46,35345.89,21554.70,6753.95,7684.75,60398.34,35522.78,23954.64,6857.59,7675.97,59954.68,34990.08,19514.28,6622.96,7675.73,59867.75,34880.07,17737.65,6552.22,7685.65,60632.19,35723.82,25295.45,6961.55,7675.73,59878.25,34859.55,16302.47,6532.50,7676.36,59965.24,34966.04,18070.37,6593.68
2024-08-22,7685.56,60141.06,35485.21,22065.37,6927.60,7679.44,59888.10,35210.30,19911.58,6858.55,7685.56,60144.55,35493.83,21974.31,6936.20,7686.05,60354.20,35650.53,24087.14,7018.96,7679.44,59872.76,35204.51,19970.95,6856.97,7678.36,59791.44,35083.44,18122.24,6791.18,7687.51,60592.87,35830.20,25266.61,7094.22,7678.36,59793.38,35056.79,16825.92,6770.09,7679.44,59880.55,35182.11,18684.95,6831.37
2024-08-23,7682.30,60186.96,35448.35,22124.49,6921.62,7678.82,59953.19,35201.70,20068.76,6855.93,7682.30,60191.46,35459.15,22050.28,6930.25,7685.59,60351.28,35595.83,23982.56,7000.26,7678.82,59920.19,35152.91,20030.01,6850.74,7677.69,59842.69,35039.32,18211.85,6804.03,7685.65,60543.97,35757.02,25188.71,7075.22,7677.69,59852.20,35018.89,17095.23,6780.04,7678.82,59934.88,35136.30,18955.11,6835.12
2024-08-24,7684.12,60338.91,35467.47,21744.61,6842.58,7680.63,60173.55,35284.61,19688.64,6782.96,7684.16,60351.66,35482.72,21705.14,6845.06,7684.19,60482.43,35590.77,23697.42,6883.91,7680.83,60150.39,35277.29,19625.48,6782.58,7678.35,60063.28,35165.73,17833.94,6732.63,7684.89,60638.07,35738.30,24942.92,6952.36,7678.35,60077.26,35167.90,16903.35,6733.81,7680.63,60171.50,35256.79,18718.75,6757.39
2024-08-25,7680.19,60425.79,35360.77,20926.08,6687.53,7676.85,60278.05,35224.54,18624.71,6643.92,7680.19,60433.22,35378.11,20887.32,6701.59,7680.81,60538.29,35457.58,22968.00,6744.05,7676.85,60256.47,35199.57,18488.53,6629.76,7676.63,60211.18,35143.49,16699.29,6591.16,7680.96,60691.68,35599.69,24504.90,6813.80,7676.63,60222.25,35147.01,15870.05,6591.47,7676.65,60283.09,35211.72,17721.27,6631.36
2024-08-26,7680.85,60554.97,35594.57,20141.89,6828.14,7680.81,60417.52,35464.11,17764.01,6777.11,7682.19,60578.70,35613.33,20140.37,6827.02,7682.32,60682.53,35701.81,22347.50,6869.47,7680.81,60396.81,35448.76,17563.08,6770.32,7680.19,60359.55,35385.31,15632.44,6721.57,7685.86,60855.19,35882.76,24117.87,6945.90,7680.26,60372.92,35389.48,14942.10,6722.90,7680.81,60427.44,35468.11,16953.38,6780.20
2024-08-27,7695.96,60850.63,36619.63,19545.42,7575.62,7692.53,60710.40,36465.64,17008.30,7514.17,7695.96,60874.61,36648.26,19567.65,7593.13,7696.41,60992.13,36780.16,21930.51,7655.53,7692.53,60700.84,36459.18,16756.40,7513.36,7692.48,60653.01,36356.10,14710.32,7466.85,7696.91,61142.86,36950.10,23855.97,7739.37,7692.48,60662.14,36126.95,14025.82,7440.60,7692.53,60744.54,36478.60,16230.21,7507.41
2024-08-28,7694.77,61264.60,36781.47,19580.45,7362.25,7691.56,61099.33,36588.86,16705.33,7296.26,7694.77,61291.31,36793.24,19663.13,7366.57,7694.77,61391.17,36899.85,22132.74,7427.54,7691.52,61076.56,36570.01,16379.88,7294.51,7691.21,61017.87,36343.42,14148.82,7196.30,7695.66,61534.79,37079.25,24121.22,7520.92,7691.21,61021.11,36004.90,13453.42,7121.35,7691.56,61118.47,36594.59,16041.94,7294.46
2024-08-29,7691.26,61203.81,36558.52,20569.77,7171.23,7691.16,61036.61,36365.22,17628.45,7113.44,7691.26,61242.46,36583.39,20694.84,7181.57,7692.30,61321.87,36709.50,22970.56,7254.39,7691.16,61007.92,36344.01,17200.67,7112.49,7690.84,60963.14,36191.47,14641.36,7015.91,7694.77,61463.60,36911.16,24661.12,7375.25,7690.68,60976.55,35909.42,13916.61,6890.63,7691.21,61070.40,36376.63,17007.34,7106.83
2024-08-30,7691.23,60783.07,36206.21,20860.74,7156.80,7687.58,60657.92,36031.58,18018.95,7083.15,7691.28,60823.76,36223.57,21034.11,7157.28,7692.35,60882.69,36338.02,23056.31,7230.13,7687.54,60636.23,36015.23,17596.75,7081.76,7687.54,60570.29,35896.93,15019.77,7026.35,7692.53,61059.78,36540.22,24551.98,7323.74,7687.54,60575.01,35655.25,14354.07,6874.23,7687.58,60713.03,36076.87,17646.76,7094.95
2024-08-31,7690.09,60730.60,36177.43,20565.76,7164.13,7689.76,60664.84,36064.76,17876.55,7098.57,7690.13,60772.22,36205.89,20810.71,7176.60,7693.08,60828.77,36313.07,22587.06,7244.52,7689.72,60648.10,36045.62,17439.19,7089.75,7687.36,60581.82,35932.84,14881.42,7041.66,7693.66,60987.38,36495.71,24176.37,7321.39,7687.36,60589.47,35752.02,14332.09,6954.51,7690.09,60719.79,36096.64,17720.92,7101.65
2024-09-01,7684.75,60330.87,35532.09,20720.08,6875.74,7684.72,60278.29,35462.57,18283.97,6840.66,7684.92,60386.73,35584.51,21063.69,6901.15,7685.62,60421.57,35669.10,22697.59,6953.98,7681.68,60259.01,35445.86,17848.92,6834.60,7681.68,60227.96,35353.03,15436.71,6788.87,7686.72,60507.30,35795.65,24209.21,7028.83,7681.68,60239.22,35314.59,14942.21,6753.87,7684.90,60345.24,35512.06,18395.34,6857.83
2024-09-02,7636.59,59530.90,34220.10,21122.83,6213.24,7633.42,59462.44,34131.29,18950.94,6169.27,7638.33,59592.04,34274.81,21493.03,6233.21,7644.45,59610.48,34330.37,22952.45,6265.66,7632.39,59447.53,34124.33,18564.29,6172.14,7622.56,59414.54,34063.67,16406.38,6135.40,7663.36,59712.28,34483.18,24162.06,6361.07,7622.70,59417.72,34054.95,16025.77,6127.77,7634.98,59570.39,34222.66,19277.26,6200.02
2024-09-03,7566.56,59070.77,33474.11,20482.57,5838.81,7563.18,59032.14,33432.48,18413.58,5818.63,7566.71,59120.24,33504.74,20953.32,5850.55,7567.40,59112.00,33526.62,22202.10,5871.16,7563.38,59022.64,33429.26,18044.19,5820.45,7561.84,59005.90,33408.59,16084.29,5809.69,7568.16,59177.68,33599.98,23550.72,5913.55,7561.70,59008.57,33403.30,15776.90,5801.93,7566.62,59113.79,33486.54,18992.72,5841.42
2024-09-04,7544.74,58793.61,33056.76,19744.59,5711.36,7544.65,58766.70,33033.25,17669.37,5707.67,7544.76,58853.15,33090.46,20355.99,5721.11,7544.76,58827.05,33094.28,21504.20,5733.59,7544.06,58761.34,33032.33,17308.04,5710.97,7544.06,58741.46,33015.90,15454.60,5711.55,7547.21,58887.30,33144.09,22985.00,5742.40,7544.06,58744.57,33010.04,15181.92,5698.21,7544.76,58846.15,33060.41,18533.98,5710.61
2024-09-05,7552.98,58934.99,33211.61,19181.15,5736.48,7551.82,58909.14,33190.58,17155.79,5732.99,7554.39,59019.50,33264.71,19936.55,5742.31,7553.47,58966.98,33247.61,20958.43,5751.29,7551.82,58906.65,33196.64,16806.35,5738.05,7551.82,58889.51,33181.59,15003.19,5734.65,7552.51,59007.07,33284.80,22386.11,5761.14,7551.69,58897.12,33169.85,14744.42,5726.26,7556.00,59035.46,33261.79,18278.53,5737.30
2024-09-06,7557.00,59053.93,33315.20,18633.38,5748.75,7556.18,59033.35,33297.84,16642.38,5746.12,7556.08,59108.31,33346.52,19557.29,5755.47,7557.06,59076.26,33347.93,20450.28,5766.13,7555.83,59030.85,33300.58,16302.72,5748.16,7555.97,59019.64,33260.95,14582.16,5749.18,7556.08,59097.65,33368.36,21813.32,5771.18,7555.97,59025.12,33198.18,14342.00,5741.34,7557.86,59134.45,33350.71,18098.02,5755.29
2024-09-07,7563.80,59249.42,33490.37,17989.42,5766.98,7563.80,59230.09,33477.40,16126.68,5765.91,7564.68,59314.12,33542.75,19077.89,5773.67,7563.76,59258.97,33523.70,19730.55,5781.70,7561.32,59226.66,33477.63,15834.84,5770.28,7563.80,59230.51,33308.62,14162.87,5771.63,7564.49,59276.22,33534.99,21158.66,5784.97,7561.32,59227.41,33185.71,13900.75,5759.32,7565.65,59361.96,33563.95,17847.28,5770.01
2024-09-08,7586.44,59948.78,34177.94,16462.68,5840.95,7587.44,59943.39,34171.97,14858.99,5837.11,7590.14,60022.85,34225.91,17704.21,5848.08,7586.41,59966.38,34201.61,18127.12,5855.26,7587.44,59936.44,34172.82,14601.19,5844.80,7587.67,59934.32,33756.55,13179.28,5839.36,7586.44,59980.39,34212.07,19619.28,5857.54,7586.56,59940.94,33604.48,12943.19,5828.75,7590.32,60073.17,34256.34,16678.29,5855.41
2024-09-09,7601.01,60312.18,34583.24,15668.04,5941.38,7600.07,60299.43,34446.22,13983.65,5929.05,7601.19,60367.88,34628.85,17068.82,5958.28,7601.13,60327.74,34604.26,17311.69,5951.26,7600.14,60301.15,34331.06,13702.54,5936.91,7600.27,60295.78,33264.74,12074.76,5871.53,7601.01,60334.68,34613.67,18750.24,5954.15,7599.18,60306.57,33084.74,11821.63,5839.14,7602.54,60404.35,34636.57,16208.61,5955.78
2024-09-10,7584.00,60159.28,34239.57,15878.53,5786.76,7584.28,60160.05,34150.30,14269.32,5783.97,7585.50,60214.14,34272.41,17501.44,5793.69,7584.23,60155.61,34240.49,17457.36,5792.98,7584.10,60160.23,34060.60,14003.64,5784.90,7584.00,60151.07,33111.72,12324.66,5747.43,7584.38,60160.83,34255.55,18808.06,5803.41,7584.00,60151.49,32878.60,12027.37,5716.66,7585.13,60292.29,34322.10,16861.24,5793.97
2024-09-11,7583.67,59949.66,34121.98,16904.98,5837.30,7583.67,59950.65,34109.76,15209.09,5839.06,7583.97,59996.65,34144.21,18708.42,5840.93,7583.01,59958.27,34140.89,18471.65,5847.77,7583.77,59954.29,34048.49,14920.51,5836.85,7583.03,59958.64,33412.27,13324.45,5836.77,7582.92,59952.07,34136.22,19669.65,5847.53,7583.80,59956.78,33248.10,13043.85,5829.29,7589.17,60078.69,34201.14,18332.80,5847.05
